0.905081, 0.990459, 0.999041, 0.999904, 0.999990
0.906025, 0.990554, 0.999050, 0.999905, 0.999990
0.906972, 0.990649, 0.999060, 0.999906, 0.999991
0.907922, 0.990745, 0.999070, 0.999906, 0.999991
0.908876, 0.990840, 0.999079, 0.999907, 0.999991
0.909832, 0.990937, 0.999089, 0.999908, 0.999991
0.910792, 0.991033, 0.999099, 0.999909, 0.999991
0.911753, 0.991130, 0.999108, 0.999910, 0.999991
0.912718, 0.991227, 0.999118, 0.999911, 0.999991
0.913685, 0.991324, 0.999128, 0.999912, 0.999991
0.914654, 0.991421, 0.999138, 0.999913, 0.999991
0.915625, 0.991519, 0.999147, 0.999914, 0.999991
0.916598, 0.991617, 0.999157, 0.999915, 0.999991
0.917572, 0.991715, 0.999167, 0.999916, 0.999992
0.918549, 0.991813, 0.999177, 0.999917, 0.999992
0.919527, 0.991911, 0.999187, 0.999918, 0.999992
0.920506, 0.992009, 0.999197, 0.999919, 0.999992
0.921487, 0.992108, 0.999207, 0.999920, 0.999992
0.922468, 0.992207, 0.999217, 0.999921, 0.999992
0.923451, 0.992305, 0.999227, 0.999922, 0.999992
0.924434, 0.992404, 0.999236, 0.999923, 0.999992
0.925418, 0.992503, 0.999246, 0.999924, 0.999992
0.926403, 0.992602, 0.999256, 0.999925, 0.999992
0.927388, 0.992701, 0.999266, 0.999926, 0.999993
0.928373, 0.992800, 0.999276, 0.999927, 0.999993
0.929359, 0.992899, 0.999286, 0.999928, 0.999993
0.930344, 0.992998, 0.999296, 0.999929, 0.999993
0.931330, 0.993097, 0.999306, 0.999930, 0.999993
0.932315, 0.993196, 0.999316, 0.999931, 0.999993
0.933300, 0.993295, 0.999326, 0.999932, 0.999993
0.934284, 0.993394, 0.999336, 0.999933, 0.999993
0.935268, 0.993493, 0.999346, 0.999934, 0.999993
0.936252, 0.993592, 0.999356, 0.999935, 0.999993
0.937234, 0.993691, 0.999366, 0.999936, 0.999994
0.938216, 0.993790, 0.999376, 0.999937, 0.999994
0.939196, 0.993888, 0.999386, 0.999938, 0.999994
0.940176, 0.993987, 0.999396, 0.999939, 0.999994
0.941154, 0.994085, 0.999405, 0.999940, 0.999994
0.942130, 0.994183, 0.999415, 0.999941, 0.999994
0.943106, 0.994281, 0.999425, 0.999942, 0.999994
0.944080, 0.994379, 0.999435, 0.999943, 0.999994
0.945052, 0.994477, 0.999445, 0.999944, 0.999994
0.946022, 0.994574, 0.999455, 0.999945, 0.999994
0.946991, 0.994672, 0.999464, 0.999946, 0.999995
0.947957, 0.994769, 0.999474, 0.999947, 0.999995
0.948922, 0.994866, 0.999484, 0.999948, 0.999995
